date,close
2020-03-24,1951.50
2020-03-25,1920.69
2020-03-26,1902.00
2020-03-27,1930.86
2020-03-30,1922.83
2020-03-31,1964.35
2020-04-01,1932.97
2020-04-02,1901.64
2020-04-03,1911.15
2020-04-06,1936.00
2020-04-07,2017.11
2020-04-08,2021.00
2020-04-09,2044.30
2020-04-13,2040.00
2020-04-14,2200.47
2020-04-15,2257.68
2020-04-16,2346.00
2020-04-17,2372.33
2020-04-20,2389.95
2020-04-21,2416.61
